"IWBV","NASDAQ",50.0514,"2023-05-16T05:07:19.901Z"
"HIJA","AMEX",49.3514,"2023-05-16T05:07:19.902Z"
"JNJD","OTCBB",118.0775,"2023-05-16T05:07:19.902Z"
"DRTP","OTCBB",1.1934,"2023-05-16T05:07:19.902Z"
"BVEL","AMEX",21.6288,"2023-05-16T05:07:19.902Z"
"DKEN","NASDAQ",42.7328,"2023-05-16T05:07:19.902Z"
"DQCN","NYSE",5.9484,"2023-05-16T05:07:19.902Z"
"IGPA","NYSE",62.8866,"2023-05-16T05:07:19.902Z"
"ZCYB","NYSE",147.9503,"2023-05-16T05:07:19.902Z"
"QOVW","OTCBB",12.7321,"2023-05-16T05:07:19.902Z"
"GNSL","AMEX",128.4509,"2023-05-16T05:07:19.902Z"
"CYHP","OTCBB",39.8823,"2023-05-16T05:07:19.903Z"
"ECID","OTCBB",53.2775,"2023-05-16T05:07:19.903Z"
"DEFN","NASDAQ",67.3316,"2023-05-16T05:07:19.903Z"
"NPJZ","NYSE",103.9553,"2023-05-16T05:07:19.903Z"
"SOOE","OTCBB",101.0444,"2023-05-16T05:07:19.903Z"
"XUEA","NYSE",88.3401,"2023-05-16T05:07:19.903Z"
"ZZIH","AMEX",5.3005,"2023-05-16T05:07:19.903Z"
"HNOJ","AMEX",33.014,"2023-05-16T05:07:19.903Z"
"OREI","NASDAQ",28.1174,"2023-05-16T05:07:19.904Z"
"FKLM","NASDAQ",61.4686,"2023-05-16T05:07:19.904Z"
"AMCS","OTCBB",85.0329,"2023-05-16T05:07:19.904Z"
"LIUH","NASDAQ",140.4384,"2023-05-16T05:07:19.904Z"
"RJVM","NASDAQ",122.1697,"2023-05-16T05:07:19.904Z"
"UODT","AMEX",141.5264,"2023-05-16T05:07:19.904Z"
"SXXV","NASDAQ",69.8516,"2023-05-16T05:07:19.904Z"
"CRAT","NYSE",10.9208,"2023-05-16T05:07:19.904Z"
"FETN","NYSE",135.831,"2023-05-16T05:07:19.904Z"
"MBSB","AMEX",75.6884,"2023-05-16T05:07:19.904Z"
"SAAU","OTCBB",58.4059,"2023-05-16T05:07:19.904Z"
"NAFC","NYSE",126.3546,"2023-05-16T05:07:19.905Z"
"YSME","NYSE",73.2762,"2023-05-16T05:07:19.905Z"
"YCOR","NASDAQ",14.7207,"2023-05-16T05:07:19.905Z"
"RRNQ","NYSE",41.8672,"2023-05-16T05:07:19.905Z"
"YZBH","AMEX",130.217,"2023-05-16T05:07:19.905Z"
"COBN","NASDAQ",14.6543,"2023-05-16T05:07:19.905Z"
"UAFM","OTCBB",83.3532,"2023-05-16T05:07:19.905Z"
"OEHL","AMEX",94.6617,"2023-05-16T05:07:19.905Z"
"YFUX","NASDAQ",143.663,"2023-05-16T05:07:19.905Z"
"WDDB","NYSE",3.1053,"2023-05-16T05:07:19.905Z"
"NOHS","NASDAQ",133.5994,"2023-05-16T05:07:19.906Z"
"JAHO","AMEX",0.4687,"2023-05-16T05:07:19.906Z"
"BMRJ","AMEX",28.8491,"2023-05-16T05:07:19.906Z"
"IRDE","NYSE",36.6632,"2023-05-16T05:07:19.906Z"
"MUBW","NYSE",133.4706,"2023-05-16T05:07:19.906Z"
"PUOE","NYSE",47.6475,"2023-05-16T05:07:19.906Z"
"YTOB","NASDAQ",99.446,"2023-05-16T05:07:19.906Z"
"JCPT","AMEX",125.6929,"2023-05-16T05:07:19.906Z"
"FNIE","NASDAQ",124.4529,"2023-05-16T05:07:19.906Z"
"THAB","NASDAQ",36.1552,"2023-05-16T05:07:19.906Z"
"VCFS","OTCBB",73.3224,"2023-05-16T05:07:19.906Z"
"XEGX","AMEX",21.0693,"2023-05-16T05:07:19.906Z"
"WADA","AMEX",43.8629,"2023-05-16T05:07:19.907Z"
"ZGRJ","NYSE",80.8587,"2023-05-16T05:07:19.907Z"
"WWLG","NYSE",5.4823,"2023-05-16T05:07:19.907Z"
"QMUA","AMEX",113.5655,"2023-05-16T05:07:19.907Z"
"INTG","OTCBB",91.7748,"2023-05-16T05:07:19.907Z"
"MTZM","OTCBB",71.4469,"2023-05-16T05:07:19.907Z"
"VQXN","AMEX",58.0178,"2023-05-16T05:07:19.907Z"
"EKGO","AMEX",92.3803,"2023-05-16T05:07:19.907Z"
"ERFV","OTCBB",93.1178,"2023-05-16T05:07:19.907Z"
"FDJX","OTCBB",50.3998,"2023-05-16T05:07:19.908Z"
"AKOT","NASDAQ",57.5916,"2023-05-16T05:07:19.908Z"
"PVJI","AMEX",129.4029,"2023-05-16T05:07:19.908Z"
"YGGW","AMEX",76.7724,"2023-05-16T05:07:19.908Z"
"UGJD","AMEX",62.1775,"2023-05-16T05:07:19.908Z"
"IQEQ","AMEX",9.8034,"2023-05-16T05:07:19.908Z"
"YNBB","AMEX",34.6808,"2023-05-16T05:07:19.908Z"
"WCRS","NYSE",106.0593,"2023-05-16T05:07:19.908Z"
"KSGD","NYSE",58.9505,"2023-05-16T05:07:19.909Z"
"SKEL","AMEX",123.2017,"2023-05-16T05:07:19.909Z"
"YNLH","AMEX",53.631,"2023-05-16T05:07:19.909Z"
"PJXL","NASDAQ",98.9007,"2023-05-16T05:07:19.909Z"
"XGBE","AMEX",53.3046,"2023-05-16T05:07:19.909Z"
"TMCJ","AMEX",126.1985,"2023-05-16T05:07:19.909Z"
"DIQP","OTCBB",77.8092,"2023-05-16T05:07:19.909Z"
"JYBZ","NASDAQ",21.6522,"2023-05-16T05:07:19.909Z"
"JDYQ","AMEX",113.9189,"2023-05-16T05:07:19.909Z"
"TXPB","AMEX",64.7071,"2023-05-16T05:07:19.909Z"
"BYTG","AMEX",85.0322,"2023-05-16T05:07:19.910Z"
"JDSI","NASDAQ",101.149,"2023-05-16T05:07:19.910Z"
"XQJW","NYSE",45.7327,"2023-05-16T05:07:19.910Z"
"LROQ","NYSE",30.977,"2023-05-16T05:07:19.910Z"
"LCFI","OTCBB",148.3297,"2023-05-16T05:07:19.910Z"
"EGLJ","OTCBB",20.3835,"2023-05-16T05:07:19.910Z"
"JRUN","AMEX",127.0891,"2023-05-16T05:07:19.910Z"
"QNYU","NYSE",135.8185,"2023-05-16T05:07:19.910Z"
"CFKX","AMEX",137.0866,"2023-05-16T05:07:19.910Z"
"IGRJ","NASDAQ",47.933,"2023-05-16T05:07:19.911Z"
"KYKK","AMEX",113.2676,"2023-05-16T05:07:19.911Z"
"ZTUE","OTCBB",92.7183,"2023-05-16T05:07:19.911Z"
"JSWF","AMEX",1.3269,"2023-05-16T05:07:19.911Z"
"TWDX","OTCBB",107.2856,"2023-05-16T05:07:19.911Z"
"RCFE","NYSE",45.1936,"2023-05-16T05:07:19.911Z"
"ZMYW","NYSE",131.2245,"2023-05-16T05:07:19.911Z"
"RLRG","OTCBB",93.381,"2023-05-16T05:07:19.911Z"
"IXCR","NASDAQ",16.0716,"2023-05-16T05:07:19.911Z"
"MIEW","NASDAQ",57.9466,"2023-05-16T05:07:19.912Z"
"NAIK","NYSE",15.4416,"2023-05-16T05:07:19.912Z"
"AUSP","AMEX",13.1711,"2023-05-16T05:07:19.912Z"
"WEXA","OTCBB",123.392,"2023-05-16T05:07:19.912Z"
"UXWG","NYSE",86.4683,"2023-05-16T05:07:19.912Z"
"EKJQ","AMEX",16.5128,"2023-05-16T05:07:19.912Z"
"XJDZ","NASDAQ",52.5507,"2023-05-16T05:07:19.912Z"
"GHXD","NYSE",7.9512,"2023-05-16T05:07:19.912Z"
"EKYR","NASDAQ",8.1132,"2023-05-16T05:07:19.912Z"
"CWSI","OTCBB",45.5822,"2023-05-16T05:07:19.912Z"
"KXBP","NYSE",76.5317,"2023-05-16T05:07:19.913Z"
"QEIF","OTCBB",7.5429,"2023-05-16T05:07:19.913Z"
"BHAH","OTCBB",55.8706,"2023-05-16T05:07:19.913Z"
"YVPD","OTCBB",50.4239,"2023-05-16T05:07:19.913Z"
"VLVU","NYSE",27.3389,"2023-05-16T05:07:19.913Z"
"QBQQ","NASDAQ",144.1073,"2023-05-16T05:07:19.913Z"
"WTSZ","NYSE",133.7311,"2023-05-16T05:07:19.913Z"
"QGKM","OTCBB",78.6964,"2023-05-16T05:07:19.913Z"
"GISM","OTCBB",16.0376,"2023-05-16T05:07:19.913Z"
"IAFK","NYSE",19.0801,"2023-05-16T05:07:19.913Z"
"CMSX","AMEX",15.7687,"2023-05-16T05:07:19.913Z"
"LQEO","NASDAQ",82.133,"2023-05-16T05:07:19.914Z"
"FOYT","AMEX",84.49,"2023-05-16T05:07:19.914Z"
"CNIP","AMEX",147.5746,"2023-05-16T05:07:19.914Z"
"XQHL","AMEX",66.5555,"2023-05-16T05:07:19.914Z"
"RKCJ","AMEX",5.4022,"2023-05-16T05:07:19.914Z"
"XNCE","AMEX",79.6114,"2023-05-16T05:07:19.914Z"
"GXWY","NYSE",75.0985,"2023-05-16T05:07:19.914Z"
"DNNR","NYSE",22.532,"2023-05-16T05:07:19.914Z"
"RCUQ","AMEX",119.3846,"2023-05-16T05:07:19.914Z"
"HBHV","OTCBB",18.8113,"2023-05-16T05:07:19.914Z"
"JZYP","NYSE",39.4869,"2023-05-16T05:07:19.914Z"
"OSVL","AMEX",134.908,"2023-05-16T05:07:19.914Z"
"OQWL","NYSE",69.6929,"2023-05-16T05:07:19.915Z"
"LVEO","OTCBB",97.6258,"2023-05-16T05:07:19.915Z"
"QFOM","OTCBB",66.0443,"2023-05-16T05:07:19.915Z"
"ENXT","NYSE",92.0812,"2023-05-16T05:07:19.915Z"
"XGOV","NASDAQ",142.4248,"2023-05-16T05:07:19.915Z"
"WOJO","OTCBB",67.8691,"2023-05-16T05:07:19.915Z"
"EJWL","NASDAQ",141.5284,"2023-05-16T05:07:19.915Z"
"LPEI","NASDAQ",25.921,"2023-05-16T05:07:19.915Z"
"RZRP","NYSE",49.8824,"2023-05-16T05:07:19.915Z"
"ABUY","AMEX",97.1599,"2023-05-16T05:07:19.915Z"
"YQUH","OTCBB",80.5761,"2023-05-16T05:07:19.915Z"
"WNUS","NYSE",109.5775,"2023-05-16T05:07:19.916Z"
"SYZO","OTCBB",145.8053,"2023-05-16T05:07:19.916Z"
"DWEM","NYSE",52.9046,"2023-05-16T05:07:19.916Z"
"ZADN","AMEX",2.9651,"2023-05-16T05:07:19.916Z"
"IOVR","NASDAQ",29.2494,"2023-05-16T05:07:19.916Z"
"CNXK","OTCBB",119.0669,"2023-05-16T05:07:19.916Z"
"BVQO","OTCBB",146.754,"2023-05-16T05:07:19.916Z"
"ZPKM","NASDAQ",101.7311,"2023-05-16T05:07:19.917Z"
"CORF","NASDAQ",29.5595,"2023-05-16T05:07:19.917Z"
"GGLN","AMEX",90.7551,"2023-05-16T05:07:19.917Z"
"PAZV","NYSE",11.6842,"2023-05-16T05:07:19.917Z"
"IAXS","NYSE",65.111,"2023-05-16T05:07:19.917Z"
"GSQA","NYSE",103.8655,"2023-05-16T05:07:19.917Z"
"CAZE","NASDAQ",42.1124,"2023-05-16T05:07:19.917Z"
"HMVU","NYSE",65.6896,"2023-05-16T05:07:19.917Z"
"KEPJ","NYSE",110.0603,"2023-05-16T05:07:19.917Z"
"JYSS","AMEX",7.4586,"2023-05-16T05:07:19.918Z"
"NKDW","AMEX",81.9432,"2023-05-16T05:07:19.918Z"
"SLIL","NASDAQ",80.1213,"2023-05-16T05:07:19.918Z"
"UVSJ","NYSE",112.2061,"2023-05-16T05:07:19.918Z"
"YJZT","NYSE",65.6838,"2023-05-16T05:07:19.918Z"
"GDRI","NASDAQ",85.8038,"2023-05-16T05:07:19.918Z"
"CDQH","NYSE",114.4433,"2023-05-16T05:07:19.918Z"
"PYHJ","AMEX",81.5253,"2023-05-16T05:07:19.918Z"
"NBIT","OTCBB",140.5497,"2023-05-16T05:07:19.918Z"
"WHST","OTCBB",80.079,"2023-05-16T05:07:19.918Z"
"AHIN","OTCBB",89.6323,"2023-05-16T05:07:19.918Z"
"ZCXT","NASDAQ",29.3109,"2023-05-16T05:07:19.919Z"
"ZCBD","OTCBB",72.8826,"2023-05-16T05:07:19.919Z"
"KAJR","OTCBB",76.4151,"2023-05-16T05:07:19.919Z"
"VUKZ","NYSE",107.5924,"2023-05-16T05:07:19.919Z"
"UVUA","OTCBB",147.5724,"2023-05-16T05:07:19.919Z"
"KCNZ","AMEX",127.5181,"2023-05-16T05:07:19.919Z"
"PSGC","NYSE",132.4225,"2023-05-16T05:07:19.919Z"
"ECXF","AMEX",126.8155,"2023-05-16T05:07:19.919Z"
"XRMR","NYSE",108.9451,"2023-05-16T05:07:19.919Z"
"ZOZH","NYSE",28.9187,"2023-05-16T05:07:19.919Z"
"WFYY","NYSE",55.5839,"2023-05-16T05:07:19.919Z"
"UQGT","NYSE",70.57,"2023-05-16T05:07:19.919Z"
"UDYM","OTCBB",33.9246,"2023-05-16T05:07:19.919Z"
"EMQY","NASDAQ",83.9506,"2023-05-16T05:07:19.920Z"
"WMGQ","NYSE",61.4022,"2023-05-16T05:07:19.920Z"
"ZCQF","AMEX",72.1648,"2023-05-16T05:07:19.920Z"
"PEUN","OTCBB",115.8247,"2023-05-16T05:07:19.920Z"
"GRTZ","NASDAQ",124.3524,"2023-05-16T05:07:19.920Z"
"FFMY","OTCBB",82.503,"2023-05-16T05:07:19.920Z"
"SCHS","AMEX",104.297,"2023-05-16T05:07:19.920Z"
"NJXT","NYSE",50.258,"2023-05-16T05:07:19.920Z"
"HIPC","AMEX",75.6814,"2023-05-16T05:07:19.920Z"
"ZVSJ","OTCBB",113.1621,"2023-05-16T05:07:19.920Z"
"JVJB","NYSE",32.6573,"2023-05-16T05:07:19.920Z"
"SVZS","OTCBB",68.675,"2023-05-16T05:07:19.921Z"
"VYSU","OTCBB",23.7285,"2023-05-16T05:07:19.921Z"
"UEGY","AMEX",34.5604,"2023-05-16T05:07:19.921Z"
"WHSZ","NASDAQ",128.8405,"2023-05-16T05:07:19.921Z"
"JVXT","NASDAQ",0.0534,"2023-05-16T05:07:19.921Z"
"DBZN","AMEX",127.0502,"2023-05-16T05:07:19.921Z"
"CVUM","NASDAQ",95.4863,"2023-05-16T05:07:19.921Z"
"JYQT","NYSE",56.176,"2023-05-16T05:07:19.921Z"
"YPJP","NASDAQ",92.2248,"2023-05-16T05:07:19.921Z"
"FIIY","OTCBB",32.3814,"2023-05-16T05:07:19.921Z"
"HGTG","AMEX",147.1904,"2023-05-16T05:07:19.922Z"
"IZHT","NYSE",65.8738,"2023-05-16T05:07:19.922Z"
"OVGV","OTCBB",139.0385,"2023-05-16T05:07:19.922Z"
"DRPZ","NYSE",122.2527,"2023-05-16T05:07:19.922Z"
"NMUM","AMEX",66.172,"2023-05-16T05:07:19.922Z"
"BWML","NYSE",77.3576,"2023-05-16T05:07:19.922Z"
"XBGH","AMEX",145.1081,"2023-05-16T05:07:19.922Z"
"YPQU","NYSE",41.6589,"2023-05-16T05:07:19.922Z"
"ONVD","NASDAQ",100.8186,"2023-05-16T05:07:19.922Z"
"EVGA","NASDAQ",17.3392,"2023-05-16T05:07:19.922Z"
"WVSL","OTCBB",31.7636,"2023-05-16T05:07:19.923Z"
"PBIE","NYSE",94.5925,"2023-05-16T05:07:19.923Z"
"GFKJ","NASDAQ",27.0492,"2023-05-16T05:07:19.923Z"
"XLFE","NYSE",42.0761,"2023-05-16T05:07:19.923Z"
"SYET","NASDAQ",21.0283,"2023-05-16T05:07:19.923Z"
"SMFO","NYSE",107.1838,"2023-05-16T05:07:19.923Z"
"GUKY","NASDAQ",142.9118,"2023-05-16T05:07:19.923Z"
"JMUT","AMEX",34.8377,"2023-05-16T05:07:19.923Z"
"ZDZA","NYSE",102.9742,"2023-05-16T05:07:19.923Z"
"GOJS","NYSE",99.0637,"2023-05-16T05:07:19.923Z"
"FCMY","NASDAQ",125.4694,"2023-05-16T05:07:19.924Z"
"BGBS","NASDAQ",46.4022,"2023-05-16T05:07:19.924Z"
"BILF","NYSE",57.6636,"2023-05-16T05:07:19.924Z"
"PEMF","OTCBB",17.8975,"2023-05-16T05:07:19.924Z"
"JMOI","NYSE",48.2669,"2023-05-16T05:07:19.924Z"
"WATE","OTCBB",2.3976,"2023-05-16T05:07:19.924Z"
"TEXZ","NASDAQ",25.5739,"2023-05-16T05:07:19.924Z"
"LYTW","NASDAQ",88.822,"2023-05-16T05:07:19.924Z"
"OPIL","NASDAQ",80.7093,"2023-05-16T05:07:19.925Z"
"DFRB","AMEX",65.9993,"2023-05-16T05:07:19.925Z"
"RKGI","NYSE",54.9153,"2023-05-16T05:07:19.925Z"
"DYLK","OTCBB",2.7538,"2023-05-16T05:07:19.925Z"
"FOPY","OTCBB",73.7981,"2023-05-16T05:07:19.925Z"
"BWWP","NYSE",43.8965,"2023-05-16T05:07:19.925Z"
"WBIA","OTCBB",4.0918,"2023-05-16T05:07:19.925Z"
"WVBO","NASDAQ",104.7265,"2023-05-16T05:07:19.925Z"
"HBCG","NYSE",5.3638,"2023-05-16T05:07:19.925Z"
"RLAZ","NYSE",77.0461,"2023-05-16T05:07:19.926Z"
"GBJJ","AMEX",29.7303,"2023-05-16T05:07:19.926Z"
"ORFP","AMEX",7.0596,"2023-05-16T05:07:19.926Z"
"FUNQ","NASDAQ",82.2093,"2023-05-16T05:07:19.926Z"
"NTRH","OTCBB",121.5364,"2023-05-16T05:07:19.926Z"
"CZMQ","NASDAQ",60.6967,"2023-05-16T05:07:19.926Z"
"QOYI","NASDAQ",84.7567,"2023-05-16T05:07:19.926Z"
"SIWY","NASDAQ",76.9236,"2023-05-16T05:07:19.926Z"
"UHSI","NASDAQ",70.3966,"2023-05-16T05:07:19.927Z"
"AJTP","OTCBB",86.3484,"2023-05-16T05:07:19.927Z"
"DDBY","OTCBB",56.5781,"2023-05-16T05:07:19.927Z"
"OYAB","AMEX",25.5581,"2023-05-16T05:07:19.927Z"
"ILTU","NYSE",53.3988,"2023-05-16T05:07:19.927Z"
"VPBX","AMEX",41.4235,"2023-05-16T05:07:19.927Z"
"TVDP","NASDAQ",122.2396,"2023-05-16T05:07:19.928Z"
"IEWA","OTCBB",115.8608,"2023-05-16T05:07:19.928Z"
"FOFN","OTCBB",91.8173,"2023-05-16T05:07:19.928Z"
"GMGV","NYSE",133.455,"2023-05-16T05:07:19.928Z"
"HMKM","NASDAQ",106.6413,"2023-05-16T05:07:19.928Z"
"CWYI","AMEX",116.3498,"2023-05-16T05:07:19.928Z"
"NHGV","AMEX",27.2293,"2023-05-16T05:07:19.928Z"
"FKUH","AMEX",127.4028,"2023-05-16T05:07:19.928Z"
"QEBB","NASDAQ",108.4398,"2023-05-16T05:07:19.928Z"
"LBGO","OTCBB",15.17,"2023-05-16T05:07:19.929Z"
"ZBEK","NASDAQ",32.7632,"2023-05-16T05:07:19.929Z"
"XRCL","NYSE",68.3422,"2023-05-16T05:07:19.929Z"
"ERCX","NASDAQ",38.1403,"2023-05-16T05:07:19.929Z"
"FJBS","AMEX",90.4178,"2023-05-16T05:07:19.929Z"
"PQBT","OTCBB",91.2271,"2023-05-16T05:07:19.929Z"
"TNTU","AMEX",39.5098,"2023-05-16T05:07:19.929Z"
"CNDX","AMEX",108.1978,"2023-05-16T05:07:19.929Z"
"JSGM","NYSE",72.9356,"2023-05-16T05:07:19.929Z"
"EKRR","NASDAQ",121.2805,"2023-05-16T05:07:19.929Z"
"PCYO","OTCBB",45.8058,"2023-05-16T05:07:19.930Z"
"CVMF","AMEX",53.8869,"2023-05-16T05:07:19.930Z"
"XCUK","OTCBB",121.4781,"2023-05-16T05:07:19.930Z"
"CCJM","AMEX",109.7399,"2023-05-16T05:07:19.930Z"
"VJZO","AMEX",62.474,"2023-05-16T05:07:19.930Z"
"OSHZ","AMEX",32.92,"2023-05-16T05:07:19.930Z"
"HKQS","NYSE",19.6244,"2023-05-16T05:07:19.930Z"
"UBUA","AMEX",129.7505,"2023-05-16T05:07:19.930Z"
"KFAN","AMEX",41.1335,"2023-05-16T05:07:19.930Z"
"RBKA","AMEX",132.4662,"2023-05-16T05:07:19.931Z"
"HUIV","AMEX",44.3654,"2023-05-16T05:07:19.931Z"
"CGPI","AMEX",75.3896,"2023-05-16T05:07:19.931Z"
"NYCY","NYSE",72.1147,"2023-05-16T05:07:19.931Z"
"ZPKH","NYSE",33.855,"2023-05-16T05:07:19.931Z"
"QIOS","NASDAQ",23.9251,"2023-05-16T05:07:19.931Z"
"ANQF","NASDAQ",105.3101,"2023-05-16T05:07:19.931Z"
"FKJX","NASDAQ",32.6611,"2023-05-16T05:07:19.931Z"
"TRPI","NASDAQ",55.3243,"2023-05-16T05:07:19.932Z"
"EMXT","AMEX",115.0871,"2023-05-16T05:07:19.932Z"
"UDKS","NYSE",112.2796,"2023-05-16T05:07:19.932Z"
"IKRQ","NYSE",62.9941,"2023-05-16T05:07:19.932Z"
"ZCMV","NASDAQ",105.7101,"2023-05-16T05:07:19.932Z"
"CIHW","NYSE",18.5811,"2023-05-16T05:07:19.932Z"
"YWHV","NASDAQ",119.9138,"2023-05-16T05:07:19.932Z"
"SDGB","NYSE",87.5015,"2023-05-16T05:07:19.933Z"
"SSSN","NYSE",74.9598,"2023-05-16T05:07:19.933Z"
"KOCH","AMEX",38.9538,"2023-05-16T05:07:19.933Z"
"XEVS","NYSE",136.0583,"2023-05-16T05:07:19.933Z"
"PQAV","NASDAQ",67.9041,"2023-05-16T05:07:19.933Z"
"QVUW","AMEX",100.7914,"2023-05-16T05:07:19.933Z"
"JHHR","OTCBB",110.2901,"2023-05-16T05:07:19.933Z"
"BOAO","OTCBB",138.124,"2023-05-16T05:07:19.934Z"
"TLZL","AMEX",116.674,"2023-05-16T05:07:19.934Z"
"JDBL","NYSE",101.7144,"2023-05-16T05:07:19.934Z"
"JOCO","NYSE",14.6722,"2023-05-16T05:07:19.934Z"
"HLJA","NYSE",64.7394,"2023-05-16T05:07:19.934Z"
"MGFW","NASDAQ",70.727,"2023-05-16T05:07:19.934Z"
"WUKU","NASDAQ",54.4741,"2023-05-16T05:07:19.934Z"
"HMPD","NYSE",122.8675,"2023-05-16T05:07:19.934Z"
"GHPO","NASDAQ",98.3434,"2023-05-16T05:07:19.934Z"
"JCXK","NYSE",142.4885,"2023-05-16T05:07:19.934Z"
"EUIN","NYSE",75.7801,"2023-05-16T05:07:19.935Z"
"UEPZ","AMEX",5.9091,"2023-05-16T05:07:19.935Z"
"LGNM","AMEX",26.3053,"2023-05-16T05:07:19.935Z"
"NASC","NASDAQ",105.8371,"2023-05-16T05:07:19.935Z"
"SNLY","OTCBB",17.4332,"2023-05-16T05:07:19.935Z"
"VFPB","AMEX",72.4952,"2023-05-16T05:07:19.935Z"
"NMIJ","AMEX",43.326,"2023-05-16T05:07:19.935Z"
"LKXW","AMEX",27.662,"2023-05-16T05:07:19.935Z"
"KIMP","OTCBB",70.1684,"2023-05-16T05:07:19.935Z"
"YKER","NASDAQ",22.9621,"2023-05-16T05:07:19.935Z"
"GCEU","AMEX",46.2424,"2023-05-16T05:07:19.936Z"
"WNLG","NASDAQ",31.8334,"2023-05-16T05:07:19.936Z"
"ACOA","AMEX",112.1932,"2023-05-16T05:07:19.936Z"
"QQMQ","OTCBB",144.0036,"2023-05-16T05:07:19.936Z"
"ZIKF","OTCBB",24.4315,"2023-05-16T05:07:19.936Z"
"VEHB","AMEX",28.7715,"2023-05-16T05:07:19.936Z"
"UGPD","NYSE",44.01,"2023-05-16T05:07:19.936Z"
"ROPC","OTCBB",76.296,"2023-05-16T05:07:19.937Z"
"IXKE","NYSE",71.7854,"2023-05-16T05:07:19.937Z"
"MRKM","OTCBB",138.02,"2023-05-16T05:07:19.937Z"
"LMUG","NYSE",83.6767,"2023-05-16T05:07:19.937Z"
"UQSP","OTCBB",110.7592,"2023-05-16T05:07:19.937Z"
"CAPX","NYSE",135.2087,"2023-05-16T05:07:19.937Z"
"FZTP","NYSE",9.7722,"2023-05-16T05:07:19.937Z"
"EJJS","AMEX",93.6796,"2023-05-16T05:07:19.937Z"
"RASX","NASDAQ",134.3308,"2023-05-16T05:07:19.937Z"
"RVSB","NASDAQ",38.7695,"2023-05-16T05:07:19.938Z"
"KWDF","AMEX",66.6748,"2023-05-16T05:07:19.938Z"
