WSZM,NASDAQ,107.25,1597959191000
YNQCQC,NASDAQ,355.63,1597354391000
AZAKE,NASDAQ,169.63,1597699991000
EOXN,NASDAQ,15.25,1596749591000
WLVNVQ,NASDAQ,355.82,1596922391000
YFEEDA,NASDAQ,58.56,1596835991000
FCPSYB,NASDAQ,543.34,1596576791000
PFWEY,NASDAQ,659.39,1596576791000
ZXQPN,NASDAQ,160.53,1596922391000
ETXG,NASDAQ,191.59,1597181591000
ADWCER,NASDAQ,235.77,1597267991000
HQWCA,NASDAQ,385.09,1597786391000
VOTTH,NASDAQ,542.89,1597181591000
RKXY,NASDAQ,378.61,1596922391000
DFSTCV,NASDAQ,626.29,1597008791000
HCMOKN,NASDAQ,59.73,1597872791000
CWEIC,NASDAQ,256.25,1597613591000
WPNGE,NASDAQ,573.07,1597008791000
TDZGDP,NASDAQ,409.14,1596835991000
YENPU,NASDAQ,163.29,1596835991000
JODZCN,NASDAQ,30.04,1596576791000
TRCWDB,NASDAQ,394.89,1597354391000
XKDF,NASDAQ,189.44,1597267991000
OCDNE,NASDAQ,46.82,1596835991000
VUZZEC,NASDAQ,402.22,1596576791000
JQFI,NASDAQ,23.59,1597786391000
UONJCN,NASDAQ,465.02,1597267991000
IKKBR,NASDAQ,234.46,1596922391000
IUDK,NASDAQ,11.02,1597095191000
FQZT,NASDAQ,214.14,1596490391000
AMGPNM,NASDAQ,302.25,1597699991000
MTBD,NASDAQ,428.74,1597440791000
SAIZ,NASDAQ,255.19,1597267991000
EHTXJ,NASDAQ,122.15,1597699991000
TZKUN,NASDAQ,715.90,1597354391000
XYOEVY,NASDAQ,293.06,1597786391000
JBQV,NASDAQ,469.06,1596922391000
IHVXG,NASDAQ,24.75,1596317591000
XXIL,NASDAQ,357.41,1597959191000
ZXRVAI,NASDAQ,191.51,1597354391000
QOABG,NASDAQ,48.81,1596749591000
TKLGU,NASDAQ,157.06,1597786391000
HWKEAO,NASDAQ,105.64,1597786391000
VKFHR,NASDAQ,345.84,1597872791000
PGMO,NASDAQ,639.88,1596663191000
VCRU,NASDAQ,240.87,1596576791000
KBXKDG,NASDAQ,208.78,1596317591000
AQNKLH,NASDAQ,13.10,1596749591000
UAQVH,NASDAQ,90.47,1597181591000
ECXX,NASDAQ,164.37,1597440791000
YHHFI,NASDAQ,706.13,1597613591000
XNHWE,NASDAQ,486.97,1597440791000
RMWA,NASDAQ,108.15,1597008791000
PNOCT,NASDAQ,546.49,1597699991000
AEHO,NASDAQ,151.87,1597959191000
XOUQJI,NASDAQ,15.43,1596317591000
NPCPL,NASDAQ,286.52,1596403991000
WSNIC,NASDAQ,574.54,1596403991000
VEBO,NASDAQ,26.55,1597095191000
RXBGSR,NASDAQ,14.53,1596490391000
SDDTGN,NASDAQ,539.20,1597699991000
QTQG,NASDAQ,35.75,1596663191000
YJIT,NASDAQ,269.19,1597872791000
MWDC,NASDAQ,458.14,1596663191000
SNIBIG,NASDAQ,286.06,1596749591000
CGBT,NASDAQ,32.29,1596749591000
MSHCY,NASDAQ,650.88,1597613591000
BOUFHQ,NASDAQ,466.64,1597959191000
MRTMJ,NASDAQ,5.19,1596835991000
BJAB,NASDAQ,586.43,1596317591000
FQLC,NASDAQ,331.15,1596576791000
QQRSQ,NASDAQ,57.81,1596403991000
CSGAXW,NASDAQ,171.99,1596922391000
KYEQNY,NASDAQ,884.09,1596490391000
IBWVRU,NASDAQ,135.89,1597267991000
WYGF,NASDAQ,550.39,1596835991000
RNUJT,NASDAQ,318.54,1597959191000
PTNOF,NASDAQ,182.13,1597354391000
ETBG,NASDAQ,337.31,1597699991000
HBANWC,NASDAQ,28.82,1596403991000
TNZHK,NASDAQ,106.87,1597181591000
DBFFSE,NASDAQ,435.74,1596576791000
DVSM,NASDAQ,10.01,1596749591000
PEGGXG,NASDAQ,38.13,1597527191000
UKWJZD,NASDAQ,78.37,1596317591000
GTIFB,NASDAQ,770.03,1596403991000
CUPTO,NASDAQ,565.27,1597354391000
ZBKGA,NASDAQ,43.32,1597699991000
ZSISM,NASDAQ,54.22,1596922391000
YJTG,NASDAQ,503.15,1597699991000
PEEZK,NASDAQ,500.72,1597786391000
BQZYUD,NASDAQ,61.63,1597267991000
HPKIM,NASDAQ,89.06,1596490391000
QBEZ,NASDAQ,60.90,1596835991000
YBBDGA,NASDAQ,443.93,1597440791000
GKNAU,NASDAQ,59.90,1597527191000
NFQU,NASDAQ,7.51,1597267991000
DKHDBP,NASDAQ,800.20,1597181591000
FRRGBG,NASDAQ,77.99,1597440791000
QBFW,NASDAQ,19.34,1597613591000
SNXWJ,NASDAQ,345.30,1597786391000
XKGY,NASDAQ,222.45,1597527191000
ZPTK,NASDAQ,211.70,1596749591000
QLTF,NASDAQ,349.94,1596317591000
KWUJB,NASDAQ,60.88,1597527191000
MDYWE,NASDAQ,445.79,1597872791000
LQSIQ,NASDAQ,721.63,1597872791000
OVGVQ,NASDAQ,157.64,1597872791000
XQGUK,NASDAQ,601.84,1596663191000
DMHIBJ,NASDAQ,478.99,1597095191000
VOZAU,NASDAQ,431.76,1596490391000
KYUOMF,NASDAQ,187.34,1596922391000
WKKS,NASDAQ,1.72,1597699991000
ULGIAK,NASDAQ,587.49,1596663191000
GVPY,NASDAQ,635.33,1597008791000
VYPC,NASDAQ,62.76,1597267991000
PNIA,NASDAQ,177.46,1597872791000
SBCA,NASDAQ,36.22,1597440791000
KQJB,NASDAQ,318.20,1597786391000
JEBZB,NASDAQ,92.99,1597267991000
PRBDDO,NASDAQ,42.88,1596403991000
IRKR,NASDAQ,63.55,1596749591000
PUZTLO,NASDAQ,307.00,1597872791000
UBCEMF,NASDAQ,345.19,1597354391000
TBBW,NASDAQ,40.48,1596490391000
SFICPC,NASDAQ,34.62,1596576791000
VQDWZE,NASDAQ,151.02,1597786391000
TRGGY,NASDAQ,125.42,1596490391000
IXJOMS,NASDAQ,725.45,1597699991000
NGWNS,NASDAQ,80.31,1596490391000
ZIRP,NASDAQ,47.21,1597959191000
WRZKQ,NASDAQ,44.92,1597872791000
UXGFHY,NASDAQ,148.17,1597959191000
KFBM,NASDAQ,207.80,1597267991000
NGCAAG,NASDAQ,383.26,1596317591000
CIXY,NASDAQ,106.29,1596663191000
KPXD,NASDAQ,591.97,1596922391000
AZCHVY,NASDAQ,206.38,1597613591000
AGRINH,NASDAQ,1.32,1597181591000
THQJW,NASDAQ,59.74,1596663191000
UANS,NASDAQ,258.34,1597786391000
EXPAAH,NASDAQ,7.82,1597613591000
VVLUHB,NASDAQ,537.35,1597267991000
PFEIF,NASDAQ,58.77,1597872791000
JEQA,NASDAQ,501.97,1597181591000
OOPFXY,NASDAQ,80.81,1597095191000
GFSI,NASDAQ,118.81,1597786391000
GSLP,NASDAQ,760.43,1596663191000
AKFHM,NASDAQ,142.73,1596749591000
PMLCCD,NASDAQ,106.75,1597959191000
LAJBFO,NASDAQ,186.74,1596922391000
CRQBM,NASDAQ,66.27,1597959191000
TQUAZ,NASDAQ,282.83,1596663191000
FVQPUT,NASDAQ,400.92,1597440791000
GPJIKZ,NASDAQ,214.16,1597267991000
SHCRW,NASDAQ,126.00,1596490391000
BNTNJL,NASDAQ,258.08,1597440791000
DBPZ,NASDAQ,506.48,1597267991000
RZKWE,NASDAQ,68.59,1596576791000
MFARR,NASDAQ,138.00,1597959191000
ZLNPP,NASDAQ,227.13,1597699991000
BVQH,NASDAQ,0.62,1597527191000
UMXGK,NASDAQ,63.28,1597527191000
TNJFJY,NASDAQ,23.94,1597872791000
IVVM,NASDAQ,63.30,1597440791000
AFHVD,NASDAQ,68.25,1596317591000
NFYNYP,NASDAQ,0.74,1597872791000
TNTSL,NASDAQ,94.37,1596490391000
DUCSEI,NASDAQ,607.15,1597872791000
FVCGU,NASDAQ,344.57,1596835991000
VSBK,NASDAQ,5.40,1597267991000
LUPSHC,NASDAQ,38.55,1597354391000
HNKBUI,NASDAQ,2.49,1597699991000
MEAAU,NASDAQ,70.03,1597699991000
MZVCVQ,NASDAQ,156.43,1597008791000
KGHXH,NASDAQ,43.60,1597613591000
KAFRC,NASDAQ,422.32,1596490391000
NZSU,NASDAQ,732.51,1597440791000
XXWY,NASDAQ,155.79,1597354391000
VHOE,NASDAQ,154.16,1596576791000
ZVZH,NASDAQ,145.58,1597181591000
KYPW,NASDAQ,104.77,1597181591000
XANIU,NASDAQ,147.77,1596490391000
WIFB,NASDAQ,169.02,1597440791000
PDRZRA,NASDAQ,893.32,1597613591000
UMXVF,NASDAQ,76.00,1596576791000
EMCVE,NASDAQ,88.48,1596403991000
WKMGBF,NASDAQ,113.45,1597181591000
URPT,NASDAQ,436.73,1597872791000
XUVSO,NASDAQ,37.10,1596922391000
ZQRLB,NASDAQ,148.98,1596749591000
AOZV,NASDAQ,203.12,1597613591000
JWMSK,NASDAQ,227.19,1596835991000
XIFNQR,NASDAQ,342.23,1597095191000
YKGKPP,NASDAQ,399.76,1597095191000
EHDDV,NASDAQ,152.84,1597267991000
QKFJB,NASDAQ,106.36,1597181591000
TKFAKD,NASDAQ,49.86,1596835991000
OPOXKS,NASDAQ,480.30,1597267991000
AYRB,NASDAQ,82.57,1597354391000
RMEEV,NASDAQ,371.61,1597354391000
ZTQVXW,NASDAQ,3.84,1597095191000
TYOHXB,NASDAQ,52.18,1596835991000
VJJMNP,NASDAQ,166.55,1597699991000
HODR,NASDAQ,190.38,1597095191000
GQTZOD,NASDAQ,703.60,1596317591000
DOFV,NASDAQ,10.07,1597786391000
JCPYKU,NASDAQ,494.22,1597613591000
OYQB,NASDAQ,223.45,1596922391000
FOFVG,NASDAQ,86.55,1596490391000
SUBCA,NASDAQ,222.62,1596835991000
ULRLXI,NASDAQ,35.19,1597095191000
UOYD,NASDAQ,127.63,1597267991000
KKIAFB,NASDAQ,589.74,1596749591000
XCJJ,NASDAQ,138.73,1597440791000
JSTXZ,NASDAQ,86.54,1597872791000
MWCSY,NASDAQ,29.00,1597699991000
EVZB,NASDAQ,9.13,1596403991000
GKBEAD,NASDAQ,126.64,1597354391000
LYVIME,NASDAQ,292.71,1597095191000
SMLYIP,NASDAQ,88.72,1596490391000
ORIP,NASDAQ,118.65,1597354391000
VRYJN,NASDAQ,54.56,1597786391000
SDPPE,NASDAQ,152.10,1596749591000
QCUMS,NASDAQ,302.94,1597699991000
TVICR,NASDAQ,29.74,1596835991000
HGOZP,NASDAQ,374.33,1596576791000
NCCU,NASDAQ,622.18,1596576791000
IIPTJI,NASDAQ,97.19,1597181591000
MZTF,NASDAQ,379.08,1597699991000
MXUWDB,NASDAQ,260.59,1596835991000
XDNFNN,NASDAQ,799.14,1597095191000
PAXWS,NASDAQ,57.37,1597181591000
BHYFDA,NASDAQ,379.09,1597959191000
QNBAW,NASDAQ,171.58,1597786391000
CRFJD,NASDAQ,65.40,1597872791000
VLPHY,NASDAQ,655.02,1597699991000
VVDM,NASDAQ,29.45,1597440791000
TBTFDV,NASDAQ,454.63,1597267991000
IDMLV,NASDAQ,17.60,1596490391000
IDNC,NASDAQ,166.26,1597527191000
CLDJ,NASDAQ,1.57,1596922391000
YHMJR,NASDAQ,500.89,1597527191000
WUSVCJ,NASDAQ,375.80,1597959191000
IFUG,NASDAQ,5.94,1597181591000
ORNON,NASDAQ,159.91,1597786391000
OZHDFR,NASDAQ,588.28,1597354391000
UUPLE,NASDAQ,133.66,1597267991000
LYTB,NASDAQ,117.92,1597008791000
NFFS,NASDAQ,33.81,1597008791000
NGPOIQ,NASDAQ,90.89,1597699991000
DWXVYH,NASDAQ,584.53,1597440791000
SBWWRT,NASDAQ,9.82,1596403991000
PIGO,NASDAQ,342.28,1596490391000
IUWSH,NASDAQ,262.73,1596576791000
OJTS,NASDAQ,262.46,1596403991000
KZCU,NASDAQ,678.97,1597699991000
FYTBJE,NASDAQ,713.57,1596576791000
DFLFST,NASDAQ,581.26,1597095191000
IZML,NASDAQ,135.19,1597095191000
WQCZ,NASDAQ,328.36,1596317591000
GNCT,NASDAQ,142.78,1596663191000
NXBEQD,NASDAQ,254.97,1597872791000
GFDWKJ,NASDAQ,136.04,1597267991000
QSKZ,NASDAQ,185.48,1596749591000
ZFWH,NASDAQ,1.40,1596490391000
DFNIM,NASDAQ,11.24,1596749591000
WDDGX,NASDAQ,387.66,1596749591000
DCHHU,NASDAQ,33.04,1596490391000
SGZOQ,NASDAQ,16.43,1596317591000
PWAG,NASDAQ,10.46,1597095191000
EQEUK,NASDAQ,36.41,1596749591000
NZXWRD,NASDAQ,542.37,1597095191000
YQKS,NASDAQ,605.97,1597008791000
HSLLQ,NASDAQ,18.88,1597440791000
QTEW,NASDAQ,169.72,1597613591000
VBFL,NASDAQ,300.48,1596835991000
ANVG,NASDAQ,552.84,1597613591000
USSH,NASDAQ,665.72,1597440791000
ASFZQ,NASDAQ,255.83,1597095191000
IBBZI,NASDAQ,655.75,1596490391000
OJIW,NASDAQ,622.32,1597181591000
EUGYA,NASDAQ,218.12,1597872791000
XTOET,NASDAQ,40.74,1597613591000
YAZVLK,NASDAQ,80.58,1597613591000
DUEGJR,NASDAQ,19.48,1596749591000
MFXK,NASDAQ,222.17,1597959191000
PADTTK,NASDAQ,114.87,1596922391000
VUOT,NASDAQ,19.14,1596403991000
OVMUR,NASDAQ,186.59,1597181591000
WSQA,NASDAQ,295.00,1596749591000
UKOHSR,NASDAQ,64.64,1596835991000
IAHQLF,NASDAQ,193.20,1597872791000
JKUN,NASDAQ,576.39,1597527191000
CGRRH,NASDAQ,145.00,1597095191000
FTZB,NASDAQ,251.46,1597527191000
RBTCIM,NASDAQ,134.77,1596663191000
MGGGHW,NASDAQ,167.01,1596922391000
ANUJJ,NASDAQ,653.29,1597872791000
GMZYFF,NASDAQ,190.69,1596922391000
FMGOM,NASDAQ,76.36,1597527191000
QJNHIM,NASDAQ,402.38,1596576791000
INJTC,NASDAQ,550.05,1597872791000
PVSRP,NASDAQ,452.23,1597872791000
AKSXF,NASDAQ,244.12,1597181591000
YAEHQK,NASDAQ,557.09,1597959191000
SLRX,NASDAQ,30.77,1596922391000
BOFCZ,NASDAQ,0.26,1597267991000
QNHQS,NASDAQ,106.60,1597786391000
VINPK,NASDAQ,389.54,1596835991000
JBRJ,NASDAQ,482.51,1596490391000
FCANK,NASDAQ,282.51,1597354391000
YYWPJX,NASDAQ,383.96,1597786391000
FNRT,NASDAQ,487.81,1597527191000
PSSP,NASDAQ,631.23,1596490391000
YOKMQD,NASDAQ,335.11,1597527191000
LPWW,NASDAQ,2.14,1597786391000
OKEOAW,NASDAQ,341.23,1597786391000
MXOFYE,NASDAQ,325.27,1596922391000
WPDMQO,NASDAQ,4.84,1597786391000
QKBWP,NASDAQ,249.68,1596403991000
URNJY,NASDAQ,349.37,1597613591000
UJNKY,NASDAQ,253.15,1597181591000
DQNLRR,NASDAQ,72.34,1596835991000
MPEBR,NASDAQ,226.79,1597959191000
NPAN,NASDAQ,190.95,1597959191000
OQNE,NASDAQ,109.87,1597959191000
BGZJOQ,NASDAQ,269.97,1596403991000
FRAQ,NASDAQ,0.70,1596576791000
GGGX,NASDAQ,47.83,1596663191000
RYDPV,NASDAQ,20.36,1597786391000
WMIFB,NASDAQ,322.12,1597008791000
LLJR,NASDAQ,354.44,1597527191000
VZMP,NASDAQ,961.74,1597267991000
COBJBP,NASDAQ,3.58,1597872791000
ONZE,NASDAQ,397.05,1596835991000
OJRBN,NASDAQ,327.84,1597527191000
WTBTIP,NASDAQ,256.22,1597008791000
RDLA,NASDAQ,241.31,1597699991000
SKOP,NASDAQ,288.03,1596663191000
ZLDQ,NASDAQ,38.81,1597699991000
IXDZN,NASDAQ,225.46,1596749591000
KLXA,NASDAQ,305.76,1597440791000
EFJFUX,NASDAQ,241.73,1596835991000
ECSWAQ,NASDAQ,97.38,1597095191000
PPEP,NASDAQ,351.52,1597699991000
QMUA,NASDAQ,193.82,1597440791000
RVIOME,NASDAQ,26.46,1597181591000
KJJVR,NASDAQ,535.52,1596317591000
TFGDD,NASDAQ,0.14,1597008791000
LXAMR,NASDAQ,572.48,1596922391000
CYND,NASDAQ,298.95,1597095191000
NDIZK,NASDAQ,36.91,1597008791000
HBNHXP,NASDAQ,355.20,1597440791000
IFZL,NASDAQ,261.77,1597699991000
JYFVP,NASDAQ,211.04,1597267991000
